Users,Breed,Age,Training,Rating,Difficulty Level,Dog Response,Duration Preferences
1530,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1531,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1532,Poodle,1,Sit,3.8,Basic,Needs More Guidance,Medium Sessions
1533,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1534,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1535,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1536,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1537,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1538,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1539,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1540,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1541,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1542,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1543,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1544,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1545,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1546,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1547,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1548,Chihuahua,9,Fetch,3.9,Intermediate,Quick Learner,No strict preference
1549,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1550,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1551,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1552,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1553,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1554,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1555,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1556,Dalmatian,16,Off Leash Sit,2.7,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1557,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1558,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1559,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1560,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1561,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1562,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1563,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1564,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1565,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1566,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1567,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1568,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1569,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1570,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1571,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1572,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1573,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1574,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1575,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1576,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1577,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1578,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1579,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1580,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1581,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1582,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1583,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1584,Pug,21,Off Leash Sit,1.9,Advanced,Quick Learner,Short Sessions
1585,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1586,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1587,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1588,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1589,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1590,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1591,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1592,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1593,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1594,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1595,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1596,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1597,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1598,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1599,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1600,Dalmatian,6,Heel,1.8,Basic,Working on Tricks,Multiple Short Sessions per Day
1601,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1602,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1603,Labrador Retriever,20,Off Leash Sit Stay,1.2,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1604,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1605,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1606,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1607,Bulldog,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1608,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1609,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1610,Labrador Retriever,10,Off Leash Sit Stay,3.3,Basic,Quick Learner,Multiple Short Sessions per Day
1611,Aspin,19,Down Stay,4.3,Advanced,Needs More Guidance,Long Sessions
1612,Siberian Husky,6,Off Leash Sit Stay,2.9,Intermediate,Confident Learner,Multiple Short Sessions per Day
1613,Beagle,18,Shake Hands,4,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1614,Golden Retriever,21,On and Off Sight Stay,3.7,Advanced,Confident Learner,No strict preference
1615,Bulldog,20,Off Leash Down Stay,5,Basic,Working on Tricks,Long Sessions
1616,Aspin,15,Off Leash Sit,4.2,Intermediate,Focused but Distractible,Medium Sessions
1617,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1618,Pug,6,Loose Leash Walking,2,Intermediate,Focused but Distractible,Short Sessions
1619,Shih Tzu,18,Long Stay Off Leash,4,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1620,Golden Retriever,10,On and Off Sight Stay,2,Basic,Quick Learner,Medium Sessions
1621,Shih Tzu,17,Off Leash Down Stay,3,Advanced,Quick Learner,Medium Sessions
1622,Labrador Retriever,6,Off Leash Sit,2,Basic,Very Responsive,Medium Sessions
1623,Pomeranian,15,Off Leash Down Stay,4,Advanced,Quick Learner,Multiple Short Sessions per Day
1624,German Shepherd,3,Off Leash Sit Stay,3,Intermediate,Working on Tricks,Multiple Short Sessions per Day
1625,Pomeranian,20,Heel,4,Advanced,Confident Learner,Multiple Short Sessions per Day
1626,Bulldog,20,Off Leash Down Stay,5,Basic,Working on Tricks,Long Sessions
1627,Aspin,15,Off Leash Sit,4.2,Advanced,Focused but Distractible,Medium Sessions
1628,German Shepherd,17,Roll Over,3.1,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1629,Pug,6,Loose Leash Walking,2,Basic,Focused but Distractible,Short Sessions
1630,Shih Tzu,18,Long Stay Off Leash,4,Intermediate,Needs More Guidance,Multiple Short Sessions per Day
1631,Golden Retriever,10,On and Off Sight Stay,2,Advanced,Quick Learner,Medium Sessions
1632,Shih Tzu,17,Off Leash Down Stay,3,Intermediate,Quick Learner,Medium Sessions
1633,Labrador Retriever,6,Off Leash Sit,2,Advanced,Very Responsive,Medium Sessions
1634,Pomeranian,15,Off Leash Down Stay,4,Basic,Quick Learner,Multiple Short Sessions per Day
1635,German Shepherd,3,Off Leash Sit Stay,3,Advanced,Working on Tricks,Multiple Short Sessions per Day
1636,Pomeranian,20,Heel,4,Basic,Confident Learner,Multiple Short Sessions per Day
1637,Labrador Retriever,10,Off Leash Sit Stay,3.3,Advanced,Quick Learner,Multiple Short Sessions per Day
1638,Aspin,19,Down Stay,4.3,Intermediate,Needs More Guidance,Long Sessions
1639,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1640,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1641,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1642,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1643,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1644,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1645,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1646,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1647,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1648,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1649,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1650,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1651,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1652,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1653,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1654,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1655,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1656,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1657,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1658,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1659,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1660,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1661,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1662,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1663,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1664,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1665,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1666,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1667,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1668,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1669,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1670,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1671,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1672,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1673,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1674,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1675,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1676,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1677,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1678,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1679,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1680,Pug,21,Off Leash Sit,4.3,Advanced,Quick Learner,Short Sessions
1681,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1682,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1683,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1684,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1685,Chihuahua,10,Shake Hands,4.5,Intermediate,Confident Learner,No strict preference
1686,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1687,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1688,Aspin,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1689,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1690,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1691,Aspin,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1692,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1693,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1694,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1695,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1696,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1697,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1698,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1699,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1700,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1701,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1702,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1703,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1704,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1705,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1706,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1707,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1708,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1709,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1710,Aspin,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1711,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1712,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1713,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1714,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1715,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1716,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1717,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1718,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1719,Aspin,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1720,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1721,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1722,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1723,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1724,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1725,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1726,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1727,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1728,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1729,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1730,Aspin,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1731,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1732,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1733,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1734,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1735,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1736,Poodle,1,Sit,3.2,Basic,Needs More Guidance,Medium Sessions
1737,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1738,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1739,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1740,Pug,21,Off Leash Sit,4.4,Advanced,Quick Learner,Short Sessions
1741,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1742,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1743,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1744,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1745,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1746,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1747,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1748,Poodle,1,Sit,3.6,Basic,Needs More Guidance,Medium Sessions
1749,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1750,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1751,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1752,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1753,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1754,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1755,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1756,Aspin,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1757,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1758,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1759,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1760,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1761,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1762,Poodle,1,Sit,3.8,Basic,Needs More Guidance,Medium Sessions
1763,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1764,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1765,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1766,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1767,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1768,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1769,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1770,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1771,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1772,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1773,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1774,Aspin,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1775,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1776,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1777,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1778,Chihuahua,9,Fetch,3.9,Intermediate,Quick Learner,No strict preference
1779,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1780,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1781,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1782,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1783,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1784,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1785,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1786,Dalmatian,16,Off Leash Sit,2.7,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1787,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1788,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1789,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1790,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1791,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1792,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1793,Dalmatian,6,Heel,2.1,Basic,Working on Tricks,Multiple Short Sessions per Day
1794,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1795,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1796,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1797,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1798,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1799,Aspin,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1800,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1801,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1802,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1803,Beagle,8,Roll Over,4,Intermediate,Focused but Distractible,Medium Sessions
1804,Beagle,10,Loose Leash Walking,3.7,Intermediate,Focused but Distractible,Medium Sessions
1805,Pug,20,Long Stay Off Leash,2.3,Advanced,Very Responsive,Medium Sessions
1806,Pomeranian,19,On and Off Sight Stay,5,Advanced,Working on Tricks,Multiple Short Sessions per Day
1807,Rottweiler,18,Off Leash Down Stay,5,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1808,Aspin,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1809,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1810,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1811,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1812,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1813,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1814,Pug,21,Off Leash Sit,1.9,Advanced,Quick Learner,Short Sessions
1815,Dalmatian,6,Heel,5,Basic,Working on Tricks,Multiple Short Sessions per Day
1816,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1817,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1818,Labrador Retriever,20,Off Leash Sit Stay,5,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1819,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1820,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1821,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1822,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1823,Dalmatian,16,Off Leash Sit,2,Advanced,Focused but Distractible,Multiple Short Sessions per Day
1824,German Shepherd,20,Off Leash Sit,3.3,Advanced,Focused but Distractible,Long Sessions
1825,Poodle,1,Sit,3,Basic,Needs More Guidance,Medium Sessions
1826,Chihuahua,9,Fetch,3,Intermediate,Quick Learner,No strict preference
1827,Beagle,22,Off Leash Down Stay,3.4,Advanced,Quick Learner,Short Sessions
1828,German Shepherd,8,Play Dead,4,Intermediate,Very Responsive,Long Sessions
1829,Pug,21,Off Leash Sit,4,Advanced,Quick Learner,Short Sessions
1830,Dalmatian,6,Heel,1.8,Basic,Working on Tricks,Multiple Short Sessions per Day
1831,Golden Retriever,15,On and Off Sight Stay,4.9,Advanced,Confident Learner,Long Sessions
1832,Chihuahua,3,Sit,5,Basic,Quick Learner,Medium Sessions
1833,Labrador Retriever,20,Off Leash Sit Stay,1.2,Advanced,Needs More Guidance,Multiple Short Sessions per Day
1834,Chihuahua,10,Shake Hands,4,Intermediate,Confident Learner,No strict preference
1835,Golden Retriever,19,Long Stay Off Leash,1.6,Advanced,Focused but Distractible,Long Sessions
1836,Pomeranian,6,Sit Stay,4.4,Basic,Confident Learner,Medium Sessions
1837,Pomeranian,18,Long Stay Off Leash,4,Advanced,Working on Tricks,Multiple Short Sessions per Day
1838,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
1839,Chihuahua,16,Off Leash Sit,2.9,Advanced,Working on Tricks,Multiple Short Sessions per Day
1840,Dalmatian,21,Off Leash Down Stay,4.3,Advanced,Very Responsive,Short Sessions
